,nodeA,nodeB,polarity
17795,Azrael,Cathy Barber,-0.5041
17796,Cathy Barber,Miller,-0.5041
17797,Adam Lanza,Jared Loughner,-0.8481
17798,Bush,Rubio,0.3804
17799,Bush,Bush,-0.0258
17800,Bush,Bush,-0.6486
17801,Bush,Marco,0.8481
17802,Jorge Luis Lopez,Marco,0.8481
17803,Bush,Jorge Luis Lopez,0.8481
17804,Ben Carson,Donald Trump,0.4215
17805,Bush,Rubio,0.4404
17806,Bush,Dan Gelber,0.0
17807,Bush,Rubio,0.0
17808,Bush,Bush,0.0
17809,Jeb,Marco,0.6369
17810,Bush,Bush,0.0
17811,Bush,Chang,0.8957
17812,Bush,Chang,0.7184
17813,Bush,Chang,0.0
17814,Chang,Chiang Kai-shek,0.0
17815,Bush,Chiang Kai-shek,0.0
17816,Al Cardenas,Bush,0.2263
17817,Bush,Jorge Arrizurieta,-0.296
17818,Jeb,Marco,0.802
17819,Ana Navarro,Marco,0.802
17820,Bush,Marco,0.802
17821,Ana Navarro,Jeb,0.802
17822,Bush,Jeb,0.802
17823,Ana Navarro,Bush,0.802
17824,Jeb,Marco,-0.4019
17825,Bush,Rubio,0.0
17826,Jeb Bush’s,Prescott Bush,0.4588
17827,Bush,Prescott Bush,0.4588
17828,Bush,Jeb Bush’s,0.4588
17829,Bush,Marco Rubio,0.3612
17830,Jeb,Marco,0.8658
17831,Barney Bishop,Jeb,0.8658
17832,Bush,Jeb,0.8658
17833,Barney Bishop,Marco,0.8658
17834,Bush,Marco,0.8658
17835,Barney Bishop,Bush,0.8658
17836,Jeb,Marco,0.4767
17837,Jeb,Marco,0.4767
17838,Marco,Marco,0.4767
17839,Bush,Marco,0.0
17840,Kaine,Trump,-0.7184
17841,Kaine,Kaine,-0.7184
17842,Kaine,Trump,-0.7184
17843,Kaine,Trump,-0.3182
17844,Kaine,Tom Kean,-0.3182
17845,Tom Kean,Trump,-0.3182
17846,Kaine,Paul Manafort,-0.4874
17847,John Kerry,Murphy,0.0258
17848,Grayson,Murphy,0.4404
17849,Carlos Lopez-Cantera,Ron DeSantis,0.8519
17850,Ben Carson,Donald Trump,0.0
17851,Bush,Marco Rubio,0.5719
17852,Bush,Marco Rubio,0.5719
17853,Bush,Bush,0.5719
17854,Bush,pro-Bush,0.7003
17855,Bernie Sanders,Clinton,-0.25
17856,Clinton,Hillary Clinton,-0.25
17857,Bernie Sanders,Hillary Clinton,-0.25
17858,Clinton,Clinton,-0.4019
17859,Clinton,Donald Trump's,-0.6486
17860,John Kasich,Ted Cruz,0.1027
17861,Clinton,Clinton,-0.4404
17862,Barack Obama,Clinton,0.4336
17863,Clinton,Clinton,0.4336
17864,Barack Obama,Clinton,0.4336
17865,Barack Obama,Bush,0.4588
17866,John Kasich,Ted Cruz,0.6222
17867,Cruz,Ted Cruz,0.743
17868,Jeb Bush,Marco Rubio,0.2263
17869,Huckabee,John Kerry,-0.6908
17870,Barack Obama,Huckabee,0.4404
17871,Bill Clinton,Huckabee,0.0
17872,Bush,George W. Bush,-0.1226
17873,Cruz,Marco Rubio,-0.5574
17874,Bush,Trump,-0.0258
17875,Bashir Assad,Bush,0.5007
17876,Bush,Trump,-0.6486
17877,Barbara Bush,Bush,-0.3612
17878,Bush,George H.W. Bush,-0.3612
17879,Barbara Bush,George H.W. Bush,-0.3612
17880,Bush,Trump,-0.6908
17881,Cruz,Donald Trump,0.5574
17882,Marco Rubio,Trump,-0.9217
17883,Condoleezza Rice,Dick Cheney's,0.5719
17884,Condoleezza Rice,Robert Gates,0.5719
17885,Condoleezza Rice,Don Rumsfeld,0.5719
17886,Dick Cheney's,Robert Gates,0.5719
17887,Dick Cheney's,Don Rumsfeld,0.5719
17888,Don Rumsfeld,Robert Gates,0.5719
17889,Clinton,Huma Abedin,0.2023
17890,Bush,Clinton,-0.5719
17891,Hillary Clinton,Obama,0.6908
17892,J.B. Pritzker,S. Donald Sussman,0.2023
17893,Haim Saban,S. Donald Sussman,0.2023
17894,Cheryl,S. Donald Sussman,0.2023
17895,George Soros,S. Donald Sussman,0.2023
17896,S. Daniel Abraham,S. Donald Sussman,0.2023
17897,Haim Saban,J.B. Pritzker,0.2023
17898,Cheryl,J.B. Pritzker,0.2023
17899,George Soros,J.B. Pritzker,0.2023
17900,J.B. Pritzker,S. Daniel Abraham,0.2023
17901,Cheryl,Haim Saban,0.2023
17902,George Soros,Haim Saban,0.2023
17903,Haim Saban,S. Daniel Abraham,0.2023
17904,Cheryl,George Soros,0.2023
17905,Cheryl,S. Daniel Abraham,0.2023
17906,George Soros,S. Daniel Abraham,0.2023
17907,Hillary Clinton,Josh Schwerin,0.6369
17908,Bill Clinton,Hillary Clinton,0.4019
17909,Clinton,Dan Schwerin,0.3182
17910,Bush,Scott Walker,0.0
17911,Clinton,John Podesta,0.5547
17912,Adebin,Clinton,0.0
17913,Elias,Priorities,0.7579
17914,Clinton,Herb Sandler,0.0
17915,Clinton,Sandler,0.0
17916,Herb Sandler,Sandler,0.0
17917,Clinton,Sandler,0.4019
17918,Dennis Cheng,John,0.0
17919,Ann O’Leary,Clinton,0.0772
17920,Clinton,Henry,0.7425
17921,Bernie Sanders,Clinton,0.0
17922,Abedin,Clinton,0.6124
17923,Eugene Martucci,Piccinini,0.128
17924,Clintons,Hill,-0.1027
17925,Bernie Sanders,Clinton,0.0
17926,Brooke Baldwin,Jay Carney,0.7687
17927,Clinton,Jay Carney,0.7687
17928,Brooke Baldwin,Clinton,0.7687
17929,Carney,Hillary,0.8718
17930,Carney,Clinton,0.3612
17931,Julie,Shots,0.0
17932,McCarthy,Politico,0.0
17933,Boehner,McCarthy,0.2732
17934,Boehner,Paul Ryan,-0.6369
17935,Boehner,Ryan,-0.6369
17936,Paul Ryan,Ryan,-0.6369
17937,Boehner,McCarthy,-0.2263
17938,Cruz,Fiorina,0.0
17939,Cruz,Fiorina,0.0
17940,Dana Bash,Fiorina,0.0
17941,Cruz,Cruz,0.0
17942,Cruz,Dana Bash,0.0
17943,Cruz,Dana Bash,0.0
17944,Fiorina,Hawkeyes,-0.25
17945,Ed Royce,Kerry,-0.4019
17946,Jason Rezaian,Marine Amir Hekmati,-0.5106
17947,Jason Rezaian,Saeed Abedini,-0.5106
17948,Marine Amir Hekmati,Saeed Abedini,-0.5106
17949,John Kirby,Royce,0.0
17950,Kerry,Royce,0.0
17951,Carl Hiaasen,Ted Cruz,0.5
17952,Carl Hiaasen,Donald Trump,0.5
17953,Donald Trump,Ted Cruz,0.5
17954,Donald Trump,Hillary Clinton,0.25
17955,Barack Obama,Hillary Clinton,-0.631
17956,Francois Hollande,Patrick Klugman,0.0
17957,Francois Hollande,Patrick Klugman,0.0
17958,Clinton,Obama,-0.0516
17959,Bernie Sanders,Martin O'Malley,0.0
17960,Clinton,Osama bin Laden,-0.7096
17961,Clinton,bin Laden,0.7351
17962,Donald Trump,Ted Cruz,-0.8357
17963,Cruz,Cruz,-0.5023
17964,Cruz,Cruz,-0.5023
17965,Cruz,Cruz,-0.5023
17966,Cruz,Cruz,0.5719
17967,Cruz,Cruz,0.0
17968,Cruz,Trump,-0.7237
17969,Cruz,Jeb Bush,-0.7237
17970,Jeb Bush,Trump,-0.7237
17971,Jeb,Ted,0.0
17972,Sarah Palin,Trump,-0.3395
17973,Cruz,Sarah Palin,-0.3395
17974,Cruz,Trump,-0.3395
17975,Cruz,Cruz,-0.0772
17976,Cruz,Dole,-0.4325
17977,Cruz,Terry Branstad,-0.4325
17978,Cruz,Cruz,-0.4325
17979,Dole,Terry Branstad,-0.4325
17980,Cruz,Dole,-0.4325
17981,Cruz,Terry Branstad,-0.4325
17982,Manu Raju,Orrin Hatch,-0.4019
17983,Bush,Cruz,-0.0444
17984,David Cameron,David Dixon,-0.902
17985,Dixon,Sutcliffe,0.0
17986,Alexander,Sascha,0.5574
17987,Alexander,Jim Cain,-0.6486
17988,Alex,Sascha,0.9152
17989,Carolyn Moore,Stephanie Shults',0.0
17990,Justin Shults',Levi Sutton,-0.4404
17991,Heidi,Ted Cruz,0.9491
17992,Heidi Cruz,Ted Cruz,0.0
17993,Cruz,Rolodex,0.7783
17994,Chad Sweet,Cruz,0.4588
17995,Chad Sweet,Heidi,0.4588
17996,Cruz,Heidi,0.4588
17997,Heidi Cruz,Hillary Clinton's,0.4497
17998,George W. Bush's,Ted,0.0
17999,Bush,George W. Bush's,0.0
18000,Bush,Ted,0.0
18001,Cruz,Willie Langston,0.0
18002,Heidi Cruz,Willie Langston,0.0
18003,Cruz,Heidi Cruz,0.0
18004,Cruz,David Dewhurst,0.2732
18005,Cruz,Heidi,0.6124
18006,Cruz,Sweet,0.6124
18007,Cruz,Cruz,0.6124
18008,Heidi,Sweet,0.6124
18009,Cruz,Heidi,0.6124
18010,Cruz,Sweet,0.6124
18011,Cruz,Heidi Cruz,0.8047
18012,Catherine,Sweet Pea's,0.7096
18013,Heidi,Jeb Bush,0.0
18014,Cruz,Rafael,0.3612
18015,Cruz,Should Donald Trump,0.7096
18016,Heidi Cruz,Should Donald Trump,0.7096
18017,Cruz,Should Donald Trump,0.7096
18018,Cruz,Heidi Cruz,0.7096
18019,Cruz,Cruz,0.7096
18020,Cruz,Heidi Cruz,0.7096
18021,Ed Haley,Heidi,0.0
18022,Bush,Lawrence Lindsey,0.4404
18023,Heidi,Lindsey,0.0
18024,Putin,Trump,0.6808
18025,Putin,Trump,0.6808
18026,Putin,Putin,0.6808
18027,Bill Clinton,Trump,-0.6908
18028,Bette Midler,Cher,-0.7184
18029,Cher,Rosie O'Donnell,-0.7184
18030,Bette Midler,Rosie O'Donnell,-0.7184
18031,Bernie Sanders,Winnie Wong,0.0
18032,Bernie,Warren,0.3612
18033,Clinton,Clinton,0.6249
18034,Clinton,Obama,0.25
18035,Clinton,Merrick,0.0516
18036,Clinton,Merrick,0.4939
18037,Merrick,Sigma Scott,0.296
18038,Bernie Sanders,Hillary Clinton,0.7964
18039,Clinton,Trump,-0.7506
18040,Killer Mike,Rosario Dawson,-0.1779
18041,Danny Glover,Spike Lee,0.5484
18042,Clinton,Obama,0.25
18043,Bernie Sanders,Winnie Wong,0.886
18044,Hillary Clinton,Martin O’Malley,0.0772
18045,Bernie Sanders,Hillary Clinton,0.0772
18046,Bernie Sanders,Martin O’Malley,0.0772
18047,Bernie Sanders,Hillary Clinton,-0.4939
18048,Clinton,Clinton,0.0
18049,Clinton,Clinton,-0.4404
18050,Clinton,Donald Trump,0.3818
18051,Barack Obama,Hillary,0.0
18052,Hillary,Vladimir Putin,0.0
18053,Barack Obama,Vladimir Putin,0.0
18054,Clintons,George W. Bush,0.3919
18055,Clintons,Purple Heart-winner,0.3919
18056,Clintons,John Kerry,0.3919
18057,George W. Bush,Purple Heart-winner,0.3919
18058,George W. Bush,John Kerry,0.3919
18059,John Kerry,Purple Heart-winner,0.3919
18060,Clinton,Mary Lou Retton,0.0
18061,Clinton,Judy Woodruff,-0.1531
18062,Clinton,Gwen Ifill,-0.1531
18063,Clinton,yeoman,-0.1531
18064,Gwen Ifill,Judy Woodruff,-0.1531
18065,Judy Woodruff,yeoman,-0.1531
18066,Gwen Ifill,yeoman,-0.1531
18067,Bill,Hillary,0.0
18068,Bernie,Hillary,-0.34
18069,Clinton,hominem,-0.8779
18070,Bill Maher,Gloria Steinem,0.6705
18071,Clinton,Steinem,-0.6795
18072,Clinton,Michael Nutter,-0.7964
18073,Bill,Hillary,-0.296
18074,Clinton,John Lewis,0.5574
18075,Bernie,Lewis,0.4939
18076,Clinton,Debbie Wasserman Schultz,-0.2263
18077,Clinton,Schultz,0.1346
18078,Clinton,Kissinger,0.0
18079,John McCain,Richard Nixon,0.0
18080,Clinton,Roosevelt,-0.4939
18081,Joby Warrick,Tom Hamburger,-0.7003
18082,Chris Mooney,Tom Hamburger,-0.7003
18083,Chris Mooney,Joby Warrick,-0.7003
18084,John Boehner,Mitch McConnell,-0.3818
18085,Bobby Jindal,Mitch McConnell,-0.3818
18086,Marco Rubio,Mitch McConnell,-0.3818
18087,Chuck Grassley,Mitch McConnell,-0.3818
18088,Bobby Jindal,John Boehner,-0.3818
18089,John Boehner,Marco Rubio,-0.3818
18090,Chuck Grassley,John Boehner,-0.3818
18091,Bobby Jindal,Marco Rubio,-0.3818
18092,Bobby Jindal,Chuck Grassley,-0.3818
18093,Chuck Grassley,Marco Rubio,-0.3818
18094,Jim Inhofe,Ted Cruz,0.4588
18095,Donald Trump,John McCain,-0.6249
18096,Ann Kirkpatrick,McCain,0.4019
18097,Ann Kirkpatrick,McCain,0.4019
18098,McCain,McCain,0.4019
18099,McCain,Politico,0.4423
18100,Donald Trump,Politico,0.4423
18101,Donald Trump,McCain,0.4423
18102,Kirkpatrick,McCain,0.0
18103,Kirkpatrick,Trump,0.0
18104,McCain,Trump,0.0
18105,Donald Trump,John McCain,0.7003
18106,John McCain,Trump,0.7003
18107,D.B. Mitchell,John McCain,0.7003
18108,Donald Trump,Trump,0.7003
18109,D.B. Mitchell,Donald Trump,0.7003
18110,D.B. Mitchell,Trump,0.7003
18111,McCain,Trump,0.0
18112,McCain,McCain,0.1531
18113,Kirkpatrick,McCain,0.0
18114,Kirkpatrick,McCain,0.4019
18115,Congresswoman Kirkpatrick,McCain,0.3983
18116,Congresswoman Kirkpatrick,Romero,0.3983
18117,McCain,Romero,0.3983
18118,Kirkpatrick,McCain,-0.0516
18119,Emily’s List,McCain,-0.34
18120,Emily’s List,McCain,-0.34
18121,McCain,McCain,-0.34
18122,Megyn Kelly,Sarah Palin,0.0
18123,Josh Rogers,Karl Zahn,0.0926
18124,Chris Christie,Jeb Bush,0.0
18125,Mosaddegh,Árbenz,0.6705
18126,Allende,Nixon,0.0
18127,Hillary Clinton,Saddam Hussein,0.3182
18128,Abdel Fattah el-Sisi,Mubarak,-0.802
18129,Clinton,Mubarak,-0.2263
18130,Isabel Perón,Jorge Rafael Videla,0.3182
18131,Ivanka,Melania,0.4019
18132,Melania,Trump,0.4019
18133,Ivanka,Trump,0.4019
18134,Scott Walker,Trump,-0.4767
18135,Rick Perry,Trump,-0.4767
18136,Rick Perry,Scott Walker,-0.4767
18137,Lewandowski,Michael Glassner,0.4404
18138,Hope Hicks,Lewandowski,0.4404
18139,Hope Hicks,Michael Glassner,0.4404
18140,Jeb Bush’s,Romney,-0.4926
18141,Jeb Bush’s,Trump,-0.4926
18142,Romney,Trump,-0.4926
18143,Keystone XL,Obama,-0.3182
18144,Mitch McConnell,R-Ky.,0.0
18145,Donald Trump's,Mike Pence,0.0
18146,Trump,Vladimir Putin,0.296
18147,Benjamin Netanyahu,John Boehner,0.7184
18148,Melissa Dalton,Obama,0.8555
18149,Bashar al-Assad,Heras,0.4404
18150,EJ Dionne,Michael Gerson,0.0
18151,Dionne,George W. Bush,0.128
18152,Dionne,Gerson,0.7579
18153,John McCain,Trump,-0.7269
18154,Axel Geijsel,Rodolfo Cortes Barragan,-0.3182
18155,Bernie Sanders,Hillary Clinton,0.5859
18156,Barragan,Geijsel,-0.2732
18157,Clinton,Geijsel,-0.2732
18158,Barragan,Clinton,-0.2732
18159,Andrea Prat,Ray Fisman,0.6705
18160,Donald Trump,Ray Fisman,0.6705
18161,Andrea Prat,Donald Trump,0.6705
18162,Ali Yurukoglu,Gregory Martin,0.0
18163,Fisman,Prat,0.0
18164,Dan Hopkins,Jonathan Ladd,0.6648
18165,Dan Hopkins,George W. Bush,0.6648
18166,George W. Bush,Jonathan Ladd,0.6648
18167,Epstein,Robert Epstein,-0.128
18168,Castro,Obama,-0.4215
18169,Bernie Sanders,Hillary Clinton,0.0
18170,McElwee,Politico,0.3182
18171,Bernie Sanders,Warren Gunnels,0.0
18172,Michael Slager,Walter Scott,-0.4767
18173,Stephen Bannon,Trump,0.25
18174,Kellyanne Conway,Ted Cruz,0.775
18175,Desmond Butler,Jeff Horwitz,0.0
18176,Breitbart,Trump,0.0
18177,Ailes,Maggie Haberman,0.1779
18178,Ailes,Ashley Parker,0.1779
18179,Ashley Parker,Maggie Haberman,0.1779
18180,Ailes,Trump,0.4215
18181,Chris Christie,Michael Flynn,0.5574
18182,Flynn,Trump,0.5719
18183,Dana Priest,Trump,0.5719
18184,Greg Miller,Trump,0.5719
18185,Dana Priest,Flynn,0.5719
18186,Flynn,Greg Miller,0.5719
18187,Dana Priest,Greg Miller,0.5719
18188,Flynn,Vladimir Putin,0.4019
18189,Flynn,Stanley A. McChrystal,0.0
18190,Michael Mullen,Stanley A. McChrystal,0.0
18191,Flynn,Michael Mullen,0.0
18192,Ashley Spencer,Dalilah Muhammad,0.25
18193,Dalilah Muhammad,Kerron Clement,0.25
18194,Ashley Spencer,Kerron Clement,0.25
18195,Karoun Demirjian,Matt Zapotosky,0.1511
18196,James Comey,Matt Zapotosky,0.1511
18197,Clinton,Matt Zapotosky,0.1511
18198,James Comey,Karoun Demirjian,0.1511
18199,Clinton,Karoun Demirjian,0.1511
18200,Clinton,James Comey,0.1511
18201,Clinton,Jason Herring,0.128
18202,Al Baldasaro,Clinton,0.0
18203,Bloomberg,Marlon Marshall,0.6808
18204,Clinton,John Wagner,0.5719
18205,John Wagner,Merrick Garland,0.5719
18206,Clinton,Merrick Garland,0.5719
18207,Garland,Mike DeBonis,0.7579
18208,Clinton,Garland,0.3612
18209,Bernie Sanders,Garland,0.6705
18210,Clinton,Trump,-0.4019
18211,Abby Phillip,Clinton,-0.4019
18212,Clinton,Jose A. DelReal,-0.4019
18213,Abby Phillip,Trump,-0.4019
18214,Jose A. DelReal,Trump,-0.4019
18215,Abby Phillip,Jose A. DelReal,-0.4019
18216,Chris Christie,Russ Buettner,-0.2732
18217,Christie,Paula T. Dow,0.0
18218,Christie,Dow,0.34
18219,Page Six,Trumps,0.0
18220,Cheney,Politico,0.0
18221,Gary Johnson,Jane Lynch,0.0
18222,Bush,Romney,0.0
18223,Bush,Trump,0.0
18224,Romney,Trump,0.0
18225,Graham,Trump,0.4019
18226,Rick Perry,Trump,0.0258
18227,Khizr Khan,Rick Perry,0.0258
18228,Khizr Khan,Trump,0.0258
18229,Patrick J. Toomey,Philip Rucker,-0.4939
18230,Philip Rucker,Toomey,-0.4939
18231,Patrick J. Toomey,Toomey,-0.4939
18232,Charlie Dent,Pat Toomey,0.7548
18233,Al Hunt,Bloomberg,0.0
18234,Al Hunt,Clinton,0.0
18235,Bloomberg,Clinton,0.0
18236,Caitlin Gibson,Cecile Richards,0.2263
18237,David Copperfield,Mark Pocan,0.0
18238,Abedin,Nathan Heller,0.5106
18239,Clinton,Nathan Heller,0.5106
18240,Abedin,Clinton,0.5106
18241,Abedin,Clinton,0.4019
18242,Abedin,Clinton,0.0
18243,Abedin,Clinton,0.5719
18244,Clinton,Clintons,-0.1513
18245,Clinton,Hillary,-0.1513
18246,Abedin,Clinton,-0.1513
18247,Clinton,Forrest Gump,-0.1513
18248,Clintons,Hillary,-0.1513
18249,Abedin,Clintons,-0.1513
18250,Clintons,Forrest Gump,-0.1513
18251,Abedin,Hillary,-0.1513
18252,Forrest Gump,Hillary,-0.1513
18253,Abedin,Forrest Gump,-0.1513
18254,Clinton,Kaine,0.0
18255,Clarence Williams,Peter Hermann,0.5267
18256,Ann E. Marimow,Peter Hermann,0.5267
18257,Ann E. Marimow,Clarence Williams,0.5267
18258,Eric Cantor,Steven Stombres,-0.25
18259,Eric Cantor,Scott Silverthorne,-0.25
18260,Scott Silverthorne,Steven Stombres,-0.25
18261,Moyer,Victoria St. Martin,-0.4939
18262,Clinton,Maggie Hassan,0.5106
18263,Ann Kirkpatrick,John McCain,0.0
18264,Inna Shevchenko,Shevchenko,-0.8805
18265,David Bunning,Kim Davis,0.1027
18266,David Ermold,David Moore,-0.7906
18267,David Moore,Davis,-0.7906
18268,David Ermold,Davis,-0.7906
18269,Mair,Scott Walker,-0.7964
18270,Donald Trump,Jeffrey Gundlach,0.4215
18271,Jeffrey Gundlach,Ronald Reagan,0.4215
18272,Donald Trump,Ronald Reagan,0.4215
18273,Bloomberg,Reagan,-0.3612
18274,John Kasich,Ted Cruz,0.3612
18275,Donald Trump,Donald Trump,0.296
18276,Donald Trump,Gundlach,0.296
18277,Donald Trump,Gundlach,0.296
18278,Chris,Chris,-0.5106
18279,Babe,Chris,-0.5106
18280,Babe,Chris,-0.5106
18281,John F. Kennedy,Ronald Reagan,-0.25
18282,Donald Trump,Hillary Clinton,0.1531
18283,Clinton,Trump,-0.5267
18284,Clinton,John Podesta,0.4404
18285,Clinton,Clinton,0.4404
18286,Clinton,Clinton,0.4404
18287,Clinton,Trump,0.4404
18288,Clinton,John Podesta,0.4404
18289,Clinton,John Podesta,0.4404
18290,John Podesta,Trump,0.4404
18291,Clinton,Clinton,0.4404
18292,Clinton,Trump,0.4404
18293,Clinton,Trump,0.4404
18294,Clinton,Trump,0.0
18295,Podesta,Trump,0.7548
18296,Clinton,Trump,0.9382
18297,Clinton,Hillary,-0.5962
18298,Clinton,Trump,-0.6378
18299,Clinton,Trump,-0.8625
18300,Clinton,Clinton,-0.7184
18301,Donald Trump,Ted Cruz,0.0
18302,Ben Carson,Marco Rubio,0.0
18303,Cruz,Tea Partyers,0.296
18304,Bernie Sanders,Hillary Clinton,0.0
18305,Politico,Ted Cruz’s,-0.34
18306,Marco Rubio,Politico,-0.34
18307,Marco Rubio,Ted Cruz’s,-0.34
18308,Cruz,Cruz,0.3182
18309,Clinton,Elizabeth Warren,0.169
18310,Clinton,Paul Krugman,0.1531
18311,Donald Trump,Paul Manafort,-0.0772
18312,Donald Trump,Steven Bannon,-0.0772
18313,Paul Manafort,Steven Bannon,-0.0772
18314,Gerald Ford,Ronald Reagan,0.8126
18315,Eric Trump,Paul,-0.2732
18316,Maria Bartiromo,Paul,-0.2732
18317,Eric Trump,Maria Bartiromo,-0.2732
18318,Breitbart,Steven Bannon,0.0
18319,Breitbart,Kellyanne Conway,0.0
18320,Kellyanne Conway,Steven Bannon,0.0
18321,Eric Trump,Hillary,-0.5052
18322,Bernie Sanders,Martin O'Malley,0.8357
18323,Bernie Sanders,Hillary Clinton,0.8357
18324,Hillary Clinton,Martin O'Malley,0.8357
18325,Bush,bin Laden,-0.296
18326,Bush,bin Laden,-0.296
18327,bin Laden,bin Laden,-0.296
18328,Clinton,Osama,0.0
18329,George W. Bush,Ronald Reagan,-0.8922
18330,Donald Trump,Hillary Clinton,0.2023
18331,Clinton,Trump,-0.4767
18332,Brian Fallon,Clinton,0.5574
18333,Donald,Hillary,0.5859
18334,Ben Tulchin,Howard Dean’s,0.6705
18335,Clinton,Tulchin,0.1154
18336,Clinton,Clinton,0.7818
18337,Bernie Sanders,Clinton,0.0
18338,Bill Clinton,Hillary Clinton,-0.3182
18339,Bill Clinton,Bill Clinton,-0.3182
18340,Bill Clinton,Hillary Rodham,-0.3182
18341,Bill Clinton,Hillary Clinton,-0.3182
18342,Hillary Clinton,Hillary Rodham,-0.3182
18343,Bill Clinton,Hillary Rodham,-0.3182
18344,Hillary,Stewart,0.3612
18345,Clinton,Susan McDougal,0.4939
18346,Bill Clinton,Clinton,0.0
18347,Hillary Clinton,Steve Kroft,0.3612
18348,Steve Kroft,Tammy Wynette,0.3612
18349,Hillary Clinton,Tammy Wynette,0.3612
18350,Bill,Clinton,0.0
18351,Barack Obama,Clinton,-0.128
18352,David Rothkopf,Fareed Zakaria,0.0
18353,Nixon,Richard ,-0.8316
18354,Lisa Murkowski,Rob Portman,-0.2263
18355,Mark Kirk,Susan Collins,-0.3182
18356,Mark Kirk,Representatives Curbelo,-0.3182
18357,Dold,Mark Kirk,-0.3182
18358,Mark Kirk,Ros-Lehtinen,-0.3182
18359,Representatives Curbelo,Susan Collins,-0.3182
18360,Dold,Susan Collins,-0.3182
18361,Ros-Lehtinen,Susan Collins,-0.3182
18362,Dold,Representatives Curbelo,-0.3182
18363,Representatives Curbelo,Ros-Lehtinen,-0.3182
18364,Dold,Ros-Lehtinen,-0.3182
18365,Dick Cheney,Mary Cheney,-0.5106
18366,Donald Trump,Hillary Clinton,0.0
18367,Johnson,William Weld,0.0516
18368,Johnson,Johnson,0.0516
18369,Clinton,Johnson,0.0516
18370,Johnson,William Weld,0.0516
18371,Clinton,William Weld,0.0516
18372,Clinton,Johnson,0.0516
18373,Clinton,Johnson,0.4019
18374,Jill Stein,Johnson,0.4019
18375,Clinton,Jill Stein,0.4019
18376,Clinton,Trump,-0.128
18377,Clinton,Nicholas Sarwark,-0.128
18378,Nicholas Sarwark,Trump,-0.128
18379,Clinton,Trump,0.4019
18380,Johnson,Trump,0.4019
18381,Clinton,Johnson,0.4019
18382,Bill Clinton,George H. W. Bush,0.128
18383,Nader,Ralph Nader,0.5267
18384,Al Gore,Ralph Nader,0.5267
18385,George W. Bush,Ralph Nader,0.5267
18386,Al Gore,Nader,0.5267
18387,George W. Bush,Nader,0.5267
18388,Al Gore,George W. Bush,0.5267
18389,Jeb Bush,Johnson,0.0
18390,Jeb,Marvin Bush,0.25
18391,George W.,Marvin Bush,0.25
18392,George W.,Jeb,0.25
18393,Bush,Romney,0.0
18394,@AdamShawNY,Twitter,0.1027
18395,Michael Slager,Walter Scott,0.0
18396,D-Ill,Dick Durbin,-0.7783
18397,Dick Durbin,Mitch McConnell,-0.7783
18398,D-Ill,Mitch McConnell,-0.7783
18399,Condoleezza Rice,Rich Lowry,0.0516
18400,Obama,Raúl Castro,0.2263
18401,David Sweat,Richard Matt,-0.5106
18402,Matt,Sweat,0.5574
18403,Matt,Sweat,0.5719
18404,Matt,Sweat,-0.4767
18405,Matt,Mitchell,0.0
18406,Clinton Correctional Facility,Gene Palmer,0.0
18407,Andrew Brockway,Palmer,0.0
18408,Matt,Palmer,0.6124
18409,Palmer,Sweat,0.6124
18410,Matt,Palmer,0.6124
18411,Brockway,Palmer,0.6124
18412,Matt,Sweat,0.6124
18413,Matt,Matt,0.6124
18414,Brockway,Matt,0.6124
18415,Matt,Sweat,0.6124
18416,Brockway,Sweat,0.6124
18417,Brockway,Matt,0.6124
18418,Jeff Dumas,Palmer,-0.0772
18419,Matt,Sweat,0.0
18420,John Boehner,Kevin McCarthy,-0.4215
18421,Jennifer Wishon,Walter Jones,0.0
18422,Daniel Webster,Jason Chaffetz,-0.296
18423,Daniel Webster,McCarthy,-0.296
18424,Jason Chaffetz,McCarthy,-0.296
18425,Paul Ryan,R-Wis.,0.0
18426,Boehner,McCarthy,0.0258
18427,Chelsea Clinton,Clinton,-0.8666
18428,Bernie Sanders,Mitch McConnell,0.204
18429,Clinton,Obama,-0.5859
18430,Ben Nelson,Joe Lieberman,0.0
18431,Clinton,Sanders,0.2732
18432,Cruz,YouTube,0.7672
18433,Joe Maykopet,Ted Cruz,0.0
18434,Cruz,Joey,0.6124
18435,Miriam,Roxana,0.0
18436,Cruz,Cruz,-0.6369
18437,Eddie Bernice Johnson,Smith,0.0
18438,Johnson,Smith,-0.7845
18439,Obama,Smith,-0.7845
18440,Johnson,Obama,-0.7845
18441,Johnson,Smith,-0.3724
18442,David Goldston,Sherwood “Sherry” Boehlert,0.0
18443,D-Md,Donna Edwards,0.128
18444,Bernie Sanders,Donald Trump,0.891
18445,Clinton,Trump,-0.4019
18446,Bernie Sanders,applaud,0.4019
18447,Bernie Sanders,Clinton,0.4019
18448,Clinton,applaud,0.4019
18449,Clinton,Donald Trump,0.8885
18450,Elizabeth Warren,Twitter,0.0
18451,Clinton,Don,-0.1822
18452,Chelsea,Dorothy,0.0
18453,Bernie Sanders,Clinton,0.4215
18454,Clinton,Khizr Khan,-0.6592
18455,Clinton,Reagan,0.4019
18456,Paul,Ron Paul,0.5267
18457,Mike Lee,Reagan,0.0
18458,Cruz,Elvis,0.743
18459,Cruz,Scott Walker,-0.4076
18460,Cruz,Jeb Bush,-0.4076
