,nodeA,nodeB,polarity
2243,Hamilton,Oberlin,0.1875
2244,Hamilton,William A. Darity,0.11666666666666667
2245,Bill Gates,Oprah Winfrey,0.2
2246,Bob Kerrey,Joe Lieberman,-0.25
2247,Baby Bonds,Hamilton,0.3
2248,Daly,Desorcy,0.21666666666666667
2249,Clinton,Hillary Clinton,0.0
2250,Charles Burson,Clinton,0.0
2251,Charles Burson,Hillary Clinton,0.0
2252,Hillary Clinton,John Podesta,0.25
2253,Clinton,Clinton,0.24999999999999997
2254,Burson,Hugh Grant,-0.17222222222222222
2255,Charles,Hugh Grant,0.0
2256,Hillary Clinton,Hillary Clinton,0.0038461538461538494
2257,Clinton,Hillary Clinton,0.0038461538461538494
2258,Charles Burson,Hillary Clinton,0.0038461538461538494
2259,Clinton,Hillary Clinton,0.0038461538461538494
2260,Charles Burson,Hillary Clinton,0.0038461538461538494
2261,Charles Burson,Clinton,0.0038461538461538494
2262,Clinton,Clinton,1.0
2263,Clinton,Hillary Clinton,0.0
2264,Abraham,Isaac,0.1
2265,Abraham,Jacob,0.1
2266,Isaac,Jacob,0.1
2267,Clinton,Donald Trump,0.35714285714285715
2268,Donald Trump,This Sea of Red Has Got to Make You Feel,0.275
2269,Clinton,This Sea of Red Has Got to Make You Feel,0.275
2270,Chris Wallace,This Sea of Red Has Got to Make You Feel,0.275
2271,Clinton,Donald Trump,0.275
2272,Chris Wallace,Donald Trump,0.275
2273,Chris Wallace,Clinton,0.275
2274,Karla Guadalupe-Magana,Perez,-0.2
2275,5 and Perez’s,Perez,-0.2
2276,5 and Perez’s,Karla Guadalupe-Magana,-0.2
2277,Karla Guadalupe-Magana,Raul Perez,0.14285714285714285
2278,Donald Trump,Politico,0.0
2279,Clintons,Donald Trump,0.26666666666666666
2280,Clinton,Clinton,0.2
2281,Clinton,Trump,0.2
2282,Clinton,Trump,0.2
2283,Hillary,Politico,-0.625
2284,TOD,Turner,0.0
2285,Turner,Turner,0.1
2286,Eric Roberts,Oscar,0.25
2287,Oscar,Stephen Baldwin,0.25
2288,Kevin Sorbo,Oscar,0.25
2289,Jaci Velasquez,Oscar,0.25
2290,Oscar,Tim Rushlow,0.25
2291,Jamie Grace,Oscar,0.25
2292,Eric Roberts,Stephen Baldwin,0.25
2293,Eric Roberts,Kevin Sorbo,0.25
2294,Eric Roberts,Jaci Velasquez,0.25
2295,Eric Roberts,Tim Rushlow,0.25
2296,Eric Roberts,Jamie Grace,0.25
2297,Kevin Sorbo,Stephen Baldwin,0.25
2298,Jaci Velasquez,Stephen Baldwin,0.25
2299,Stephen Baldwin,Tim Rushlow,0.25
2300,Jamie Grace,Stephen Baldwin,0.25
2301,Jaci Velasquez,Kevin Sorbo,0.25
2302,Kevin Sorbo,Tim Rushlow,0.25
2303,Jamie Grace,Kevin Sorbo,0.25
2304,Jaci Velasquez,Tim Rushlow,0.25
2305,Jaci Velasquez,Jamie Grace,0.25
2306,Jamie Grace,Tim Rushlow,0.25
2307,Atit Shah,Oscar,0.0
2308,Atit Shah,Minnie Driver,0.0
2309,Atit Shah,Emmy Award,0.0
2310,Atit Shah,John Leguizamo,0.0
2311,Atit Shah,Ed Westwick,0.0
2312,Atit Shah,Kellan Lutz,0.0
2313,Minnie Driver,Oscar,0.0
2314,Emmy Award,Oscar,0.0
2315,John Leguizamo,Oscar,0.0
2316,Ed Westwick,Oscar,0.0
2317,Kellan Lutz,Oscar,0.0
2318,Emmy Award,Minnie Driver,0.0
2319,John Leguizamo,Minnie Driver,0.0
2320,Ed Westwick,Minnie Driver,0.0
2321,Kellan Lutz,Minnie Driver,0.0
2322,Emmy Award,John Leguizamo,0.0
2323,Ed Westwick,Emmy Award,0.0
2324,Emmy Award,Kellan Lutz,0.0
2325,Ed Westwick,John Leguizamo,0.0
2326,John Leguizamo,Kellan Lutz,0.0
2327,Ed Westwick,Kellan Lutz,0.0
2328,James Franco,Oscar,0.08333333333333333
2329,Franco,James Franco’s,0.35
2330,James Franco’s,Oscar,0.35
2331,Eric Roberts,James Franco’s,0.35
2332,James Franco’s,Keegan Allen,0.35
2333,James Franco’s,Scott Haze,0.35
2334,Franco,Oscar,0.35
2335,Eric Roberts,Franco,0.35
2336,Franco,Keegan Allen,0.35
2337,Franco,Scott Haze,0.35
2338,Eric Roberts,Oscar,0.35
2339,Keegan Allen,Oscar,0.35
2340,Oscar,Scott Haze,0.35
2341,Eric Roberts,Keegan Allen,0.35
2342,Eric Roberts,Scott Haze,0.35
2343,Keegan Allen,Scott Haze,0.35
2344,Emmy Award,Peabody Award,0.0
2345,Obama,Rahm Emanuel,-0.12916666666666665
2346,Al Gore,Hillary Clinton,0.0
2347,Blanchette,David Attenborough,0.0
2348,Hillary Clinton,Hillary Clinton,0.3181818181818182
2349,Hillary Clinton,James Comey,0.06818181818181818
2350,Anthony D. Weiner,Hillary Clinton,0.19318181818181818
2351,Clinton,Hillary Clinton,0.19318181818181818
2352,Anthony D. Weiner,Clinton,0.19318181818181818
2353,James B. Comey,Weiner,0.0
2354,Huma Abedin,Weiner,0.2215909090909091
2355,Clinton,Comey,0.025
2356,Clinton,Robert Creamer,0.13667285095856524
2357,Clinton,Donald Trump,0.13667285095856524
2358,Donald Trump,Robert Creamer,0.13667285095856524
2359,Clinton,Terry McAuliffe,0.0
2360,Clinton,Clinton,0.21727272727272728
2361,Clinton,Terry McAuliffe,0.21727272727272728
2362,Clinton,Hillary Clinton,0.21727272727272728
2363,Clinton,Terry McAuliffe,0.21727272727272728
2364,Clinton,Hillary Clinton,0.21727272727272728
2365,Hillary Clinton,Terry McAuliffe,0.21727272727272728
2366,Andrew McCabe,Clinton,0.05
2367,Jill McCabe,McAuliffe,-0.2
2368,Clinton,McAuliffe,0.0
2369,Clinton,McAuliffe,0.0
2370,McAuliffe,Patrick Kennedy,0.0
2371,Clinton,Patrick Kennedy,0.0
2372,Clinton,Clinton,0.037337662337662336
2373,Bill Clinton,Hillary,0.2125
2374,Bill,Hillary,0.0
2375,Bill,Hillary,0.0
2376,Hillary,Hillary,0.0
2377,Bill,Hillary,-0.06633333333333334
2378,Bill,Hillary,-0.13333333333333333
2379,Bill,Hillary,-0.07500000000000004
2380,Bill,Hillary,-0.16875
2381,Bill,Hillary,0.03125
2382,Bill,Hillary,0.175
2383,Bill,Hillary,-0.19999999999999998
2384,Clinton,Jones,0.115625
2385,Clinton,Clinton,0.115625
2386,Clinton,Jones,0.115625
2387,Jones,Michael Isikoff,0.0
2388,Clinton years,Joe Sobran’s,0.0
2389,Peter Sellers,Strangelove,0.2857142857142857
2390,Crimea,Crimea,-0.10714285714285715
2391,Slim Pickens,Strangelove,0.0
2392,Poroshenko,Saakashvili,-0.09999999999999999
2393,Kiev,Saakashvili,0.05
2394,Crimea,Victoria Nuland,0.0
2395,Clinton,tarmac,0.0
2396,Lawrence Lessig,Robert Post,0.1375
2397,Daniel Kelly,Michelle Friedland,0.25
2398,Joel M. Moskowtiz,Martin Blank,0.3
2399,Ethernet,Wi-Fi,0.0
2400,Brexit,Simon Williams,0.0
2401,Donald Trump,Eric Trump,0.0
2402,Brian Sims,Yuengling Brewery,0.7
2403,Said,Said,0.0
2404,Donald Trump,Jamie Dimon,0.0
2405,Elizabeth Warren,Trump,0.4666666666666666
2406,Carl Ichan,Elizabeth Warren,0.4666666666666666
2407,Carl Ichan,Trump,0.4666666666666666
2408,Bert-Inge Karlsson,Ms Borg’s,-0.3333333333333333
2409,Rodrigo Londoño Echeverri,Timoleón Jiménez,0.2
2410,Juan Carlos Pinzón Bueno,Kevin Whitaker,0.0
2411,Donald Trump,Hillary,0.0
2412,Bernie Sanders,Paul,0.2916666666666667
2413,Bernie Sanders,Hilary Clinton,0.0
2414,Bernie Sanders,Paul,0.020833333333333332
2415,Barack Obama,Hillary Clinton,0.0625
2416,Hillary,Hillary,0.5
2417,Benghazi,Lewinsky,0.16666666666666666
2418,Hillary,Trump,0.13727272727272727
2419,Clinton,Hillary,-0.03999999999999999
2420,Bernie Sanders,Clinton,0.0
2421,DoJ,Hillary Clinton,0.0
2422,Dan Metcalfe,DoJ,0.0
2423,Clintons,DoJ,-0.07777777777777779
2424,Bill Clinton,Loretta Lynch,-0.049999999999999996
2425,Clinton,Trump,-0.2
2426,Clinton,Trump,0.0
2427,Hillary,Murdoch,0.0
2428,Murdoch,Rupert,0.0
2429,Hillary,Rupert,0.0
2430,Clinton,David Farenthold,0.0
2431,Clintons,John Cryan,0.1
2432,Hillary Clinton,Rupert Murdoch,-0.05000000000000001
2433,Donald Trump,Mrs Clinton,-0.012499999999999997
2434,Lee Speigel,Speigel,0.4
2435,Kurt Waldheim,Lee Speigel,0.05142857142857142
2436,Lee Speigel,Speigel,0.05142857142857142
2437,Kurt Waldheim,Speigel,0.05142857142857142
2438,Gordon Cooper,Jacques Vallee,0.11904761904761905
2439,Claude Poher,Gordon Cooper,0.11904761904761905
2440,Gordon Cooper,J. Allen Hynek,0.11904761904761905
2441,Eric Gairy,Gordon Cooper,0.11904761904761905
2442,Gordon Cooper,Morton Gleisner,0.11904761904761905
2443,Gordon Cooper,Lee Speigel,0.11904761904761905
2444,Gordon Cooper,Leonard Stringfield,0.11904761904761905
2445,David Saunders,Gordon Cooper,0.11904761904761905
2446,Claude Poher,Jacques Vallee,0.11904761904761905
2447,J. Allen Hynek,Jacques Vallee,0.11904761904761905
2448,Eric Gairy,Jacques Vallee,0.11904761904761905
2449,Jacques Vallee,Morton Gleisner,0.11904761904761905
2450,Jacques Vallee,Lee Speigel,0.11904761904761905
2451,Jacques Vallee,Leonard Stringfield,0.11904761904761905
2452,David Saunders,Jacques Vallee,0.11904761904761905
2453,Claude Poher,J. Allen Hynek,0.11904761904761905
2454,Claude Poher,Eric Gairy,0.11904761904761905
2455,Claude Poher,Morton Gleisner,0.11904761904761905
2456,Claude Poher,Lee Speigel,0.11904761904761905
2457,Claude Poher,Leonard Stringfield,0.11904761904761905
2458,Claude Poher,David Saunders,0.11904761904761905
2459,Eric Gairy,J. Allen Hynek,0.11904761904761905
2460,J. Allen Hynek,Morton Gleisner,0.11904761904761905
2461,J. Allen Hynek,Lee Speigel,0.11904761904761905
2462,J. Allen Hynek,Leonard Stringfield,0.11904761904761905
2463,David Saunders,J. Allen Hynek,0.11904761904761905
2464,Eric Gairy,Morton Gleisner,0.11904761904761905
2465,Eric Gairy,Lee Speigel,0.11904761904761905
2466,Eric Gairy,Leonard Stringfield,0.11904761904761905
2467,David Saunders,Eric Gairy,0.11904761904761905
2468,Lee Speigel,Morton Gleisner,0.11904761904761905
2469,Leonard Stringfield,Morton Gleisner,0.11904761904761905
2470,David Saunders,Morton Gleisner,0.11904761904761905
2471,Lee Speigel,Leonard Stringfield,0.11904761904761905
2472,David Saunders,Lee Speigel,0.11904761904761905
2473,David Saunders,Leonard Stringfield,0.11904761904761905
2474,Donald J. Trump,Jared Fogle,-0.0625
2475,Donald J. Trump,Subway spokesperson,-0.0625
2476,Jared Fogle,Subway spokesperson,-0.0625
2477,Marco Rubio,Mike Pompeo,0.0
2478,Hillary Clinton,Luke Rudkowski,0.014814814814814808
2479,Charlie Skelton,Max,-0.08333333333333333
2480,Hillary,Matrix,0.0
2481,Clinton,Rasmussen,0.125
2482,Clinton,Trump,0.0
2483,Clinton,Trump,-0.125
2484,Hillary,Peter Kadzik,-0.1
2485,Clinton,Hillary Clinton,0.014393939393939395
2486,Hillary Clinton,John Podesta,0.014393939393939395
2487,Bill Clinton,Hillary Clinton,0.014393939393939395
2488,Hillary Clinton,Loretta Lynch,0.014393939393939395
2489,Clinton,John Podesta,0.014393939393939395
2490,Bill Clinton,Clinton,0.014393939393939395
2491,Clinton,Loretta Lynch,0.014393939393939395
2492,Bill Clinton,John Podesta,0.014393939393939395
2493,John Podesta,Loretta Lynch,0.014393939393939395
2494,Bill Clinton,Loretta Lynch,0.014393939393939395
2495,Kenneth Starr,Peter Kadzik,0.11250000000000002
2496,Peter Kadzik,Podesta,0.11250000000000002
2497,Bill Clinton,Peter Kadzik,0.11250000000000002
2498,Monica Lewinsky,Peter Kadzik,0.11250000000000002
2499,Kenneth Starr,Podesta,0.11250000000000002
2500,Bill Clinton,Kenneth Starr,0.11250000000000002
2501,Kenneth Starr,Monica Lewinsky,0.11250000000000002
2502,Bill Clinton,Podesta,0.11250000000000002
2503,Monica Lewinsky,Podesta,0.11250000000000002
2504,Bill Clinton,Monica Lewinsky,0.11250000000000002
2505,Cassandra Butts,Podesta,-0.1
2506,Gmail,Podesta,-0.1
2507,Cassandra Butts,Gmail,-0.1
2508,Hillary Clinton,Kadzik,0.0
2509,Dickstein Shapiro LLP,Kadzik,0.0
2510,Kadzik,Podesta,0.0
2511,Clinton,Kadzik,0.0
2512,Kadzik,Lewinsky,0.0
2513,Dickstein Shapiro LLP,Podesta,0.0
2514,Clinton,Dickstein Shapiro LLP,0.0
2515,Dickstein Shapiro LLP,Lewinsky,0.0
2516,Clinton,Podesta,0.0
2517,Lewinsky,Podesta,0.0
2518,Clinton,Lewinsky,0.0
2519,Bill Clinton,Marc Rich,0.30833333333333335
2520,Clinton,Marc Rich,0.30833333333333335
2521,Bill Clinton,Clinton,0.30833333333333335
2522,John] Podesta,Kadzik,0.225
2523,Kadzik,Marc Rich,0.225
2524,Kadzik,Podesta,0.225
2525,John] Podesta,Marc Rich,0.225
2526,John] Podesta,Podesta,0.225
2527,Marc Rich,Podesta,0.225
2528,Dove,Ivory,0.0
2529,Hillary,Robbie Mook,0.0
2530,Donald Trump,Mook,0.8
2531,Hart,Ronnie Dugger,0.0
2532,Donald Trump,Jonathan Chait,0.13636363636363635
2533,Discovering New Way,Jonathan Chait,0.13636363636363635
2534,Discovering New Way,Donald Trump,0.13636363636363635
2535,Lester Holt,Trump,0.0
2536,Chris Wallace,Trump,0.0
2537,Chris Wallace,Lester Holt,0.0
2538,Ethan Pepper,George Soros,0.43333333333333335
2539,Ethan Pepper,Smartamatic,0.43333333333333335
2540,George Soros,Smartamatic,0.43333333333333335
2541,Nancy O'Brien Simpson,Simpson,0.13636363636363635
2542,Clinton,Jonathan Edwards,0.0
2543,Clinton,Cotton Mather,0.0
2544,Cotton Mather,Jonathan Edwards,0.0
2545,Donald Trump,Rudy Giuliani,0.18333333333333335
2546,Chris Christie,Donald Trump,0.18333333333333335
2547,Donald Trump,Newt Gingrich,0.18333333333333335
2548,Clinton,Donald Trump,0.18333333333333335
2549,Chris Christie,Rudy Giuliani,0.18333333333333335
2550,Newt Gingrich,Rudy Giuliani,0.18333333333333335
2551,Clinton,Rudy Giuliani,0.18333333333333335
2552,Chris Christie,Newt Gingrich,0.18333333333333335
2553,Chris Christie,Clinton,0.18333333333333335
2554,Clinton,Newt Gingrich,0.18333333333333335
2555,Donald Trump,Hillary Clinton,0.10000000000000003
2556,Donald Trump,Hillary Clinton,0.325
2557,Clinton,Romney,0.25
2558,Clinton,Romney,0.25
2559,Clinton,Trump,0.265625
2560,Clinton,Trump,-0.07142857142857144
2561,Evan McMullin,Mormons,0.5
2562,Donald Trump,Evan McMullin,0.37777777777777777
2563,Evan McMullin,Hillary Clinton,0.37777777777777777
2564,Donald Trump,Hillary Clinton,0.37777777777777777
2565,McMullin,Trump,0.005555555555555536
2566,Adlai Stevenson,Dwight D. Eisenhower,-0.15833333333333333
2567,Hillary Clinton,John McCain,-0.06428571428571428
2568,Donald Trump,Hillary Clinton,0.06666666666666667
2569,Donald J. Trump,Hillary Clinton,-0.025
2570,George W. Bush,Joe,0.13636363636363635
2571,Justin Mitchell,REUTERS,0.0
2572,Chris Hill,Ooh-rah,0.0
2573,Gremlin,Pacer,-0.2089285714285714
2574,Eric Peters,The Best,1.0
2575,Ajamu Baraka,Jill Stein,-0.03333333333333334
2576,Jill Stein,Margaret Flowers,-0.03333333333333334
2577,Ajamu Baraka,Margaret Flowers,-0.03333333333333334
2578,Chris Van Hollen,Margaret Flowers,-0.05
2579,Kathy Szeliga,Margaret Flowers,-0.05
2580,Chris Van Hollen,Kathy Szeliga,-0.05
2581,Flowers,Van Hollen,0.5
2582,Flowers,Szeliga,0.024999999999999994
2583,Abel Danger,Hillary Clinton,0.0
2584,Clinton,Starnet,0.0625
2585,Chappaqua,Clinton,0.0625
2586,Chappaqua,Starnet,0.0625
2587,Donald Trump,George Soros-tied,-0.09375
2588,George Soros-tied,Hillary Clinton,-0.09375
2589,Donald Trump,Hillary Clinton,-0.09375
2590,Abel Danger,Clinton,-0.049999999999999996
2591,Hillary Clinton,Lynne Cheney,0.0
2592,James Comey,Lynne Cheney,0.0
2593,Hillary Clinton,James Comey,0.0
2594,Edmund Kozak,George Soros,0.08499999999999999
2595,Malloch-Brown's,Soros,0.0
2596,Clintons,Malloch-Brown's,0.0
2597,Clintons,Soros,0.0
2598,Hillary Clinton's,Hillary Clinton's,-0.2
2599,Hillary,Paul Combetta,0.25
2600,Barack Obama,Maria Contreras-Sweet,-0.125
2601,Bill Clinton,Jeffrey Epstein,0.0
2602,Epstein,Mail,0.16666666666666666
2603,Prince Andrew,Virginia Roberts,-0.07500000000000001
2604,Epstein,Virginia Roberts,-0.07500000000000001
2605,Epstein,Prince Andrew,-0.07500000000000001
2606,Clinton,Jeffrey Epstein's,0.25
2607,Clinton,Epstein,0.25
2608,Epstein,Jeffrey Epstein's,0.25
2609,Bill Clinton,Epstein,-0.25
2610,Clintons,Epstein,-0.25
2611,Bill Clinton,Clintons,-0.25
2612,Bill Clinton,Gary Hart,0.03333333333333333
2613,Daniel Greenfield,Journalism Fellow,0.018181818181818174
2614,Pickton,Taylor,0.0
2615,Brenda Wolfe's,Mona Wilson's,0.0
2616,Pat Casanova,Pickton,0.0
2617,Pickton,Taylor,0.0
2618,Pat Casanova,Taylor,0.0
2619,Gina Houston,Taylor,-0.037500000000000006
2620,Gina Houston,Pickton,-0.037500000000000006
2621,Pickton,Taylor,-0.037500000000000006
2622,Pickton,Taylor,0.2
2623,Pickton,Taylor,-0.025
2624,Taylor,Willie,0.14285714285714285
2625,Pickton,Steve Remian,-0.0625
2626,Pickton,Robert Pickton's,0.0
2627,Pickton,Tanya Carr,-0.05
2628,Dave,Pickton,-0.04999999999999999
2629,Dave Pickton,Robert,0.35
2630,Clifford Cocks,James Ellis,0.1
2631,Clinton,James Comey,-0.049999999999999996
2632,Comey,Donald Trump,-0.25
2633,Comey,Scott Dworkin,-0.25
2634,Donald Trump,Scott Dworkin,-0.25
2635,Comey,Hillary Clinton,0.0
2636,Comey,Hillary,0.0
2637,Gays,Hillary,0.0
2638,Gays,Hillary,0.0
2639,Amy Moreno,Hillary,0.0
2640,Amy Moreno,Gays,0.0
2641,Donald Trump,Log Cabin,0.0
2642,Angelo,Log Cabin Republicans,0.0
2643,Cohen,Joan Of Arc,0.4333333333333333
2644,Cohen,Joan,0.0
2645,Freud,Jesus,0.0
2646,Jesus,Marx,0.0
2647,Einstein,Jesus,0.0
2648,Freud,Marx,0.0
2649,Einstein,Freud,0.0
2650,Einstein,Marx,0.0
2651,Cohen,Paul Zollo,-0.15555555555555559
2652,Cohen,Lee Greenwood,0.41111111111111115
2653,St Paul,Stalin,0.0
2654,Bill,Clinton,0.22857142857142856
2655,Clinton,Clinton,0.0
2656,Clinton,Trump,0.0
2657,Clinton,Trump,0.0
2658,Clinton,Trump,0.2
2659,Clinton,John Podesta,0.2
2660,Cheryl Mills,Clinton,0.0
2661,Clintons,Hillary,-0.16
2662,Hillary,Hillary,-0.20000000000000004
2663,Clintons,Hillary,0.037500000000000006
2664,Bill,Clintons,0.037500000000000006
2665,Bill,Hillary,0.037500000000000006
2666,Amy Moreno,Hillary Receiving,0.0
2667,Hillary LOVES,WOMEN,0.20833333333333334
2668,Jeremy Vine,John Major,0.005208333333333329
2669,A+ | a-,Stays Vibrant,0.16666666666666666
2670,Black Jackson,Renaissance Jackson,-0.08333333333333333
2671,Cooperation Jackson,Kali Akuno,0.0
2672,Hugo Chavez,Victor,-0.3
2673,Glen Ford,Nellie Bailey,-0.16666666666666666
2674,Comey,Hillary,0.0
2675,Hillary,Hillary Clinton,0.0
2676,Anthony Wiener,Hillary,0.0
2677,Hillary,John Podesta,0.0
2678,Clinton,Hillary,0.0
2679,Comey,Hillary Clinton,0.0
2680,Anthony Wiener,Comey,0.0
2681,Comey,John Podesta,0.0
2682,Clinton,Comey,0.0
2683,Anthony Wiener,Hillary Clinton,0.0
2684,Hillary Clinton,John Podesta,0.0
2685,Clinton,Hillary Clinton,0.0
2686,Anthony Wiener,John Podesta,0.0
2687,Anthony Wiener,Clinton,0.0
2688,Clinton,John Podesta,0.0
2689,Hillary,James Convey,0.13333333333333333
2690,James Convey,John Podesta,0.13333333333333333
2691,Hillary,John Podesta,0.13333333333333333
2692,Donald Trump,Hillary Clinton,-0.19999999999999998
2693,Trump,von der Leyen,0.0
2694,Donald Trump,Hillary Clinton,0.5
2695,Hillary,Trump,-0.45
2696,Hillary,Trudeau,-0.45
2697,Trudeau,Trump,-0.45
2698,Gavin McInnes,The Best of Gavin McInnes Tags: Described,1.0
2699,Hillary Clinton,Nicholas Kristof,0.3181818181818182
2700,David Peterson,Edward S. Herman,0.12000000000000002
2701,Herman,Peterson,0.0
2702,Greg Shupak,Jacobin,0.14444444444444443
2703,David Petraeus,Michael O’Harlan,0.0830952380952381
2704,Buzzfeed,Trump,0.0
2705,Buzzfeed,Wars Summarised,0.0
2706,Trump,Wars Summarised,0.0
2707,Clinton,Reid Wilson,0.0
2708,Hillary,Woodrow Wilson,0.2268939393939394
2709,Hillary,Hillary,0.2268939393939394
2710,Hillary,Woodrow Wilson,0.2268939393939394
2711,Clinton,Donald Trump,0.0
2712,Hillary,John Podesta,0.0
2713,Elizabeth Yore,George Soros,0.0
2714,Clinton,Elizabeth Yore,0.0
2715,Clinton,George Soros,0.0
2716,Hillary,Hillary Clinton’s,0.0
2717,Clinton,Clinton,0.05
2718,Gary North,Gary North,1.0
2719,Donald Trump,Hillary Clinton,0.0
2720,Bush,Obama,0.2625
2721,Clinton,Trump,0.075
2722,George W. Bush era,Trump,-0.875
2723,Clinton,Obama,0.0
2724,Clinton,Trump,0.2111111111111111
2725,Clinton,Trump,0.2
2726,James Bovard,Palgrave,0.0
2727,John Freeman,Swanson,0.0
2728,Roshern C. McKinney,marijuana,0.0
2729,Craig Vandiver,Elizabeth Armijo,0.04545454545454545
2730,Clinton,Jennifer Palmieri,-0.16287878787878787
2731,Clinton,Clinton,-0.16287878787878787
2732,Clinton,Jennifer Palmieri,-0.16287878787878787
2733,Clinton,Nancy Pelosi,0.04727272727272727
2734,Adam Taylor,Hillary Clinton,-0.12857142857142856
2735,Hillary Clinton,John Podesta,0.08333333333333334
2736,Francis,Podesta,0.2
2737,Ban Ki-moon,Podesta,0.0
2738,Chunkiez Beefy Mix,Hayes,0.18333333333333335
2739,Carl Herman,John Hankey,0.23214285714285715
2740,Carl Herman,Kennedy,0.23214285714285715
2741,John Hankey,Kennedy,0.23214285714285715
2742,Donald Trump,John,0.037500000000000006
2743,Donald Trump,John,-0.037500000000000006
2744,Hillary Clinton,James Comey,-0.20000000000000004
2745,John Trump,Rudy Giuliani,-0.1
2746,John,Rudy Giuliani,0.0
2747,JFK,John,-0.075
2748,Dark Legacy,John,-0.075
2749,Dark Legacy,JFK,-0.075
2750,George Bush,JFK,0.05
2751,Bush,Cheney,0.125
2752,Norm Coleman,the Karl Rove,0.4375
2753,Cheney,the Karl Rove,0.4375
2754,Cheney,Norm Coleman,0.4375
2755,Cheney,Seymour Hersh,0.0
2756,Bush,Cheney,0.05333333333333334
2757,Bush,Cheney,0.08888888888888886
2758,Bush,Cheney,0.0
2759,Bush,Cheney,0.006547619047619057
2760,Bush,Cheney,0.0
2761,Saddam,WMD,0.2
2762,Crimea,Vladimir Putin,-0.019999999999999997
2763,Herbert Hoover,John Quincy Adams,0.0
2764,Jackson,Jackson,-0.35
2765,Andrew Anglin,Duke,0.5
2766,Andrew Anglin,Duke,0.5
2767,Daily Stormer,Duke,0.0
2768,Andrew Anglin,Duke,0.0
2769,Andrew Anglin,Daily Stormer,0.0
2770,Clinton,Hillary,-0.105
2771,Brooks,Donald Trump,0.0
2772,Abd-Rabbu,Mansour Hadi,-0.1
2773,Bill Clinton,Hillary Clinton,0.08
2774,Bill Clinton,Dolly Kyle,0.08
2775,Dolly Kyle,Hillary Clinton,0.08
2776,Bill Clinton,Hillary Clinton,0.3214285714285714
2777,Twitter,Wikileaks,0.0
2778,Jim Willie,Willie,0.06666666666666667
2779,Goodman,Xi Jinping,0.0
2780,Goodman,Vladimir Putin,0.0
2781,Vladimir Putin,Xi Jinping,0.0
2782,Hillary,Trump,0.0
2783,Hillary,Hillary,0.0
2784,Hillary,Trump,0.0
2785,Barack Obama,George W. Bush,0.05
2786,Donald Trump,Patrick J. Buchanan,0.13333333333333333
2787,Bill,Ronald Reagan,0.0125
2788,Obama,Ronald Reagan,0.0125
2789,Bill,Obama,0.0125
2790,John Poindexter,Reagan,-0.2
2791,Reagan,Reagan,-0.2
2792,John Poindexter,Reagan,-0.2
2793,Clinton,James Comey,0.0
2794,Bill Clinton,Doug Band,0.13333333333333336
2795,Bill,Bill Clinton,0.13333333333333336
2796,Bill,Doug Band,0.13333333333333336
2797,Clinton,Nixon,0.4285714285714286
2798,Clinton,Jim Jordan,0.0
2799,Clinton,Xi Jinping,0.0
2800,Bill Clinton,Clinton,0.0
2801,Bill Clinton,Xi Jinping,0.0
2802,James Abourezk,Letter,0.225
2803,Jeff Blankfort,Letter,0.225
2804,James Abourezk,Jeff Blankfort,0.225
2805,Clinton,Donald Trump,-0.12121212121212122
2806,Clinton,Clinton,0.0
2807,Clinton,Snopes,0.3333333333333333
2808,Hillary Clinton,Jim Comey,0.03333333333333333
2809,Michael Grace Sr.,Temia Hairston,-0.1625
2810,Das,Luke Jacobz,0.25
2811,Jacobz,Luke Jacobz,0.25
2812,Das,Jacobz,0.25
2813,Beltway Banditry,David Stockman's,0.0
2814,David Stockman,Lee Adler,0.16666666666666666
2815,David,David Stockman,0.16666666666666666
2816,David,Lee Adler,0.16666666666666666
2817,Clinton,Strobe Talbott,0.0
2818,Clinton,Norman Cousins,0.0
2819,Clinton,Clinton,0.0
2820,Clinton,Walter Cronkite,0.0
2821,Hillary Clinton,Talbott,0.07291666666666666
2822,Anthony Weiner,Hillary Clinton,0.0
2823,Hillary Clinton,Huma Abedin,-0.2225
2824,Bach,Mozart,0.14285714285714285
2825,Beethoven,Mozart,0.14285714285714285
2826,Bach,Beethoven,0.14285714285714285
2827,Alfred Dreyfus,Emile Zola,-0.025
2828,Andre Vltchek,Andre Vltchek Philosopher,0.0
2829,Al-Mayadeen,Andre,0.0
2830,Murphy,Nydia Velazquez,0.0
2831,Marco Rubio,Murphy,0.0
2832,Marco Rubio,Nydia Velazquez,0.0
2833,Murphy,Rubio,0.0
2834,Latino,Trump,0.0
2835,Clinton,Joel Benenson,-0.125
2836,Jake Tapper,Jennifer Granholm,0.3333333333333333
2837,Clinton,Jennifer Granholm,0.3333333333333333
2838,Jennifer Granholm,Wikileaks,0.3333333333333333
2839,Clinton,Jake Tapper,0.3333333333333333
2840,Jake Tapper,Wikileaks,0.3333333333333333
2841,Clinton,Wikileaks,0.3333333333333333
2842,Adam Schiff,Wolf Blitzer,0.0
2843,Donald Trump,J.J.,-0.8
2844,Fri,Sarah Jones,0.0
2845,Donald Trump,Terri Rote,-0.15555555555555559
2846,Terri Rote,Terri Rote,-0.15555555555555559
2847,Leigh Munsil,Terri Rote,-0.15555555555555559
2848,Donald Trump,Terri Rote,-0.15555555555555559
2849,Donald Trump,Leigh Munsil,-0.15555555555555559
2850,Leigh Munsil,Terri Rote,-0.15555555555555559
2851,Hillary Clinton,Paul Ryan,0.0
